Timestamp,AccX,AccY,AccZ,AsX,AsY,AsZ,HX,HY,HZ,AngX,AngY,AngZ
2025-09-03 22:29:36.210196,-0.05,0.014,1.0,0.0,0.0,-0.122,16.991,5.824,-46.228,0.853,2.897,-175.659
2025-09-03 22:29:36.230570,-0.05,0.014,1.0,0.0,0.0,-0.122,17.004,5.85,-46.241,0.853,2.897,-175.662
2025-09-03 22:29:36.250817,-0.05,0.014,1.0,0.0,0.0,-0.122,17.043,5.876,-46.254,0.852,2.897,-175.666
2025-09-03 22:29:36.270818,-0.05,0.014,1.0,0.0,0.0,-0.122,17.004,5.889,-46.228,0.852,2.896,-175.669
2025-09-03 22:29:36.291189,-0.05,0.014,1.0,0.0,0.0,-0.122,16.952,5.889,-46.254,0.851,2.896,-175.672
2025-09-03 22:29:36.311566,-0.05,0.014,0.999,0.0,0.0,-0.122,16.965,5.902,-46.241,0.851,2.896,-175.676
2025-09-03 22:29:36.331490,-0.05,0.014,0.999,0.0,0.0,-0.122,16.991,5.863,-46.241,0.85,2.896,-175.679
2025-09-03 22:29:36.351741,-0.05,0.014,0.999,0.0,0.0,-0.122,16.991,5.798,-46.228,0.85,2.896,-175.682
2025-09-03 22:29:36.371989,-0.05,0.014,0.999,0.0,0.0,-0.122,17.004,5.837,-46.215,0.849,2.896,-175.686
2025-09-03 22:29:36.392112,-0.05,0.014,0.999,0.0,0.0,-0.122,16.991,5.876,-46.228,0.849,2.896,-175.689
2025-09-03 22:29:36.412484,-0.05,0.014,0.999,0.0,0.0,-0.122,16.991,5.889,-46.254,0.849,2.896,-175.692
2025-09-03 22:29:36.432608,-0.05,0.014,1.0,0.0,0.0,-0.122,17.017,5.889,-46.254,0.848,2.896,-175.696
2025-09-03 22:29:36.452984,-0.05,0.014,1.0,0.0,0.0,-0.122,16.952,5.85,-46.241,0.848,2.896,-175.699
2025-09-03 22:29:36.472982,-0.05,0.014,1.0,0.0,0.0,-0.122,16.965,5.863,-46.241,0.847,2.895,-175.703
2025-09-03 22:29:36.493479,-0.05,0.014,1.0,0.0,0.0,-0.122,16.991,5.837,-46.215,0.847,2.895,-175.706
2025-09-03 22:29:36.513605,-0.05,0.014,1.0,0.0,0.0,-0.122,16.991,5.85,-46.241,0.847,2.895,-175.709
2025-09-03 22:29:36.533726,-0.05,0.014,1.0,0.0,0.0,-0.122,16.978,5.811,-46.254,0.846,2.895,-175.712
2025-09-03 22:29:36.553931,-0.05,0.014,1.0,0.0,0.0,0.0,17.017,5.876,-46.228,0.846,2.895,-175.715
2025-09-03 22:29:36.574474,-0.05,0.014,0.999,0.0,0.0,-0.122,17.004,5.876,-46.215,0.845,2.895,-175.719
2025-09-03 22:29:36.594595,-0.05,0.014,0.999,0.0,0.0,-0.122,16.965,5.902,-46.241,0.845,2.895,-175.722
2025-09-03 22:29:36.614844,-0.05,0.014,0.999,0.0,0.0,-0.122,16.991,5.85,-46.254,0.845,2.895,-175.726
2025-09-03 22:29:36.635091,-0.05,0.014,0.999,0.0,0.0,0.0,16.991,5.85,-46.228,0.844,2.895,-175.729
2025-09-03 22:29:36.655467,-0.05,0.014,0.999,0.0,0.0,-0.122,16.991,5.863,-46.228,0.844,2.895,-175.733
2025-09-03 22:29:36.675465,-0.05,0.014,0.999,0.0,0.0,-0.122,16.978,5.941,-46.254,0.844,2.895,-175.736
2025-09-03 22:29:36.695712,-0.05,0.014,0.999,0.0,0.0,-0.122,16.991,5.876,-46.254,0.843,2.895,-175.739
2025-09-03 22:29:36.716086,-0.05,0.014,0.999,0.0,0.0,0.0,16.978,5.85,-46.254,0.843,2.895,-175.742
2025-09-03 22:29:36.736460,-0.05,0.014,0.999,0.0,0.0,-0.122,16.978,5.863,-46.241,0.842,2.895,-175.746
2025-09-03 22:29:36.756461,-0.05,0.014,0.999,0.0,0.0,-0.122,17.004,5.863,-46.241,0.842,2.895,-175.75
2025-09-03 22:29:36.776710,-0.05,0.014,0.999,0.0,0.0,-0.122,16.991,5.863,-46.241,0.842,2.895,-175.753
2025-09-03 22:29:36.796955,-0.05,0.014,0.999,0.0,0.0,-0.122,17.03,5.863,-46.254,0.841,2.895,-175.756
2025-09-03 22:29:36.817032,-0.05,0.014,0.999,0.0,0.0,-0.122,17.004,5.902,-46.228,0.841,2.895,-175.76
2025-09-03 22:29:36.837452,-0.05,0.014,0.999,0.0,0.0,-0.122,16.991,5.928,-46.254,0.841,2.895,-175.763
2025-09-03 22:29:36.857700,-0.05,0.014,0.999,0.0,0.0,-0.122,16.991,5.967,-46.254,0.84,2.895,-175.767
2025-09-03 22:29:36.877950,-0.05,0.014,0.999,0.0,0.0,-0.122,16.991,5.941,-46.254,0.84,2.895,-175.77
2025-09-03 22:29:36.898071,-0.05,0.014,0.999,0.0,0.0,-0.122,16.991,5.889,-46.254,0.84,2.894,-175.773
2025-09-03 22:29:36.918445,-0.05,0.014,0.999,0.0,0.0,-0.122,17.004,5.876,-46.241,0.839,2.894,-175.777
2025-09-03 22:29:36.938569,-0.05,0.014,0.999,0.0,0.0,-0.122,17.03,5.863,-46.241,0.839,2.894,-175.78
2025-09-03 22:29:36.958654,-0.05,0.014,0.999,0.0,0.0,-0.122,16.991,5.928,-46.267,0.839,2.894,-175.783
2025-09-03 22:29:36.978943,-0.05,0.014,0.999,0.0,0.0,0.0,16.991,5.941,-46.254,0.839,2.894,-175.787
2025-09-03 22:29:36.999314,-0.05,0.014,0.999,0.0,0.0,-0.122,17.017,5.915,-46.228,0.838,2.894,-175.79
2025-09-03 22:29:37.019562,-0.05,0.014,0.999,0.0,0.0,-0.122,17.004,5.876,-46.241,0.838,2.894,-175.793
2025-09-03 22:29:37.039686,-0.05,0.014,0.999,0.0,0.0,-0.122,17.004,5.915,-46.254,0.838,2.894,-175.797
2025-09-03 22:29:37.059890,-0.05,0.014,0.999,0.0,0.0,-0.122,17.017,5.915,-46.254,0.838,2.894,-175.8
2025-09-03 22:29:37.080187,-0.05,0.014,0.999,0.0,0.0,-0.122,17.017,5.876,-46.254,0.837,2.894,-175.804
2025-09-03 22:29:37.100434,-0.05,0.014,0.999,0.0,0.0,-0.122,16.991,5.902,-46.241,0.837,2.894,-175.807
2025-09-03 22:29:37.120554,-0.05,0.014,0.999,0.0,0.0,-0.122,16.991,5.928,-46.241,0.837,2.894,-175.81
2025-09-03 22:29:37.140928,-0.05,0.014,0.999,0.0,0.0,-0.122,16.991,5.941,-46.241,0.837,2.894,-175.814
2025-09-03 22:29:37.161183,-0.05,0.014,0.999,0.0,0.0,-0.122,16.991,5.902,-46.28,0.836,2.894,-175.817
2025-09-03 22:29:37.181379,-0.05,0.014,0.999,0.0,0.0,-0.122,16.991,5.902,-46.267,0.836,2.894,-175.821
